Pcode,Locality,Town $
2582,Murrumbateman,35087
3163,Murrumbeena,35087
2849,Murrumbo,32760
2630,Murrumbucca,32760
2587,Murrumburrah,32760
822,Murrumujuk,32760
2338,Murrurundi,32760
5340,Murtho,32760
3390,Murtoa,32760
2337,Murulla,32760
4470,Murweh,32760
2484,Murwillumbah,32841
2484,Murwillumbah South,32841
2333,Muscle Creek,32841
3461,Musk,32841
3461,Musk Vale,32841
3557,Muskerry,32841
7264,Musselroe Bay,32841
5221,Muston,32841
2333,Muswellbrook,32841
4816,Mutarnee,47899
2880,Mutawintji,47899
4872,Mutchilba,47899
4307,Mutdapilly,47899
872,Mutitjulu,47899
4732,Muttaburra,47899
2722,Muttama,47899
3579,Myall,47899
3533,Myall,47899
2403,Myall Creek,47899
2423,Myall Lake,47899
4415,Myall Park,47899
2681,Myall Park,47899
2630,Myalla,47899
7325,Myalla,47899
6220,Myalup,47899
3304,Myamyn,47899
6207,Myara,47899
6154,Myaree,47899
6960,Myaree Bc,47899
3556,Myers Flat,47899
2454,Mylestom,47899
2460,Mylneford,47899
5153,Mylor,47899
2481,Myocum,47899
2540,Myola,47899
3551,Myola,47899
5254,Mypolonga,47899
5202,Myponga,47899
5202,Myponga Beach,47899
3341,Myrniong,47899
3732,Myrrhee,47899
5064,Myrtle Bank,47899
7259,Myrtle Bank,47899
2469,Myrtle Creek,47899
3551,Myrtle Creek,47899
2550,Myrtle Mountain,47899
2713,Myrtle Park,47899
3851,Myrtlebank,47899
3736,Myrtleford,47899
3737,Myrtleford,47899
4800,Myrtlevale,47899
2580,Myrtleville,47899
6450,Myrup,47899
3518,Mysia,47899
4812,Mysterton,47899
2546,Mystery Bay,47899
3579,Mystic Park,47899
2264,Myuna Bay,47899
3641,Mywee,47899
7330,Nabageena,31612
6532,Nabawa,31612
2312,Nabiac,31612
7260,Nabowla,31612
5440,Nackara,31612
2551,Nadgee,31612
5690,Nadia,31612
3608,Nagambie,31612
4570,Nahrunda,31612
5354,Naidia,31612
5083,Nailsworth,31612
5360,Nain,31612
6350,Nairibin,31612
5252,Nairne,31612
810,Nakara,43774
3249,Nalangil,43774
3646,Nalinga,43774
6485,Nalkain,43774
5255,Nalpa,43774
5558,Nalyappa,43774
6338,Nalyerlup,43774
872,Namatjira,43774
6512,Namban,43774
6207,Nambeelup,43774
4560,Nambour,33203
4560,Nambour Bc,33203
4560,Nambour Dc,33203
4560,Nambour West,33203
3847,Nambrok,33203
2448,Nambucca Heads,28601
6521,Nambung,28601
2346,Namoi River,28601
2450,Nana Glen,28601
4615,Nanango,28601
6330,Nanarup,28601
3533,Nandaly,28601
4722,Nandowrie,28601
6537,Nanga,28601
6215,Nanga Brook,28601
3781,Nangana,28601
3312,Nangeela,28601
6414,Nangeenan,28601
6522,Nangetty,28601
3494,Nangiloc,28601
5210,Nangkita,28601
4416,Nangram,28601
2722,Nangus,28601
5277,Nangwarry,28601
4407,Nangwee,28601
2618,Nanima,28601
4701,Nankin,28601
3561,Nanneella,28601
6275,Nannup,28601
6532,Nanson,31958
5550,Nantawarra,31958
4874,Nanum,31958
6751,Nanutarra,31958
3860,Nap Nap Marra,31958
6330,Napier,31958
2379,Napier Lane,31958
2795,Napoleon Reef,31958
3352,Napoleons,31958
5540,Napperby,31958
872,Napperby Station,31958
4874,Napranum,31958
3812,Nar Nar Goon,52249
3812,Nar Nar Goon North,52249
7256,Naracoopa,52249
5271,Naracoorte,52249
2669,Naradhan,31216
6532,Naraling,31216
4504,Narangba,31216
2250,Narara,31216
3778,Narbethong,31216
3293,Nareeb,31216
3315,Nareen,31216
3525,Nareewillock,31216
2567,Narellan,31216
2567,Narellan Dc,31216
2567,Narellan Vale,31216
6369,Narembeen,31216
2065,Naremburn,37082
3707,Nariel Valley,37082
3636,Naring,37082
3277,Naringal,37082
3277,Naringal East,37082
4352,Narko,37082
6532,Narngulu,37082
3266,Naroghid,37082
2546,Narooma,37082
6532,Narra Tarra,37082
2551,Narrabarba,37082
2101,Narrabeen,37082
2390,Narrabri,37082
2390,Narrabri West,35180
2604,Narrabundah,58718
2666,Narraburra,58718
3824,Narracan,58718
6302,Narraloggan,58718
2839,Narran Lake,58718
2700,Narrandera,58718
2582,Narrangullen,29456
3483,Narraport,29456
3293,Narrapumelap South,29456
2583,Narrawa,29456
2539,Narrawallee,29456
2099,Narraweena,29456
3285,Narrawong,29456
3805,Narre Warren,29456
3804,Narre Warren East,29456
3804,Narre Warren North,29456
3805,Narre Warren South,29456
5523,Narridy,29456
6326,Narrikup,29456
6312,Narrogin,29456
6312,Narrogin Valley,35844
2821,Narromine,35844
5259,Narrung,54140
3597,Narrung,54140
2209,Narwee,54140
2800,Nashdale,54140
2479,Nashua,54140
3638,Nathalia,54140
4111,Nathan,33867
3409,Natimuk,33867
7140,National Park,33867
7321,Natone,33867
2570,Nattai,33867
3465,Natte Yallock,33867
4211,Natural Bridge,33867
6281,Naturaliste,33867
5259,Naturi,33867
3597,Natya,33867
2470,Naughtons Gap,33867
822,Nauiyu,33867
6165,Naval Base,33867
5412,Navan,33867
3384,Navarre,33867
3352,Navigators,33867
3832,Nayook,33867
6440,Neale,33867
5374,Neales Flat,33867
4671,Nearum,33867
2326,Neath,33867
2829,Nebea,33867
4488,Nebine,33867
4742,Nebo,33867
5495,Nectar Brook,33867
6907,Nedlands,33867
6909,Nedlands,33867
6009,Nedlands,33867
6009,Nedlands Dc,87571
3496,Neds Corner,87571
6336,Needilup,87571
7304,Needles,87571
6353,Neendaling,87571
6031,Neerabup,87571
4570,Neerdie,87571
3463,Neereman,87571
6503,Neergabby,87571
3831,Neerim,87571
3831,Neerim East,87571
3832,Neerim Junction,87571
3832,Neerim North,87571
3831,Neerim South,87571
7054,Neika,87571
3570,Neilborough,87571
2831,Neilrex,87571
4816,Nelia,87571
2536,Nelligen,87571
4819,Nelly Bay,87571
3699,Nelse,87571
5540,Nelshaby,87571
2550,Nelson,87571
3292,Nelson,87571
2765,Nelson,87571
7330,Nelson Bay,87571
2315,Nelson Bay,87571
2324,Nelsons Plains,87571
2876,Nelungaloo,87571
822,Nemarluk,87571
6485,Nembudding,87571
2340,Nemingha,87571
5291,Nene Valley,87571
5732,Nepabunna,87571
5223,Nepean Bay,87571
4860,Nerada,87571
4211,Nerang,35154
4211,Nerang Bc,35154
4211,Nerang Dc,35154
4213,Neranwood,35154
2680,Nericon,35154
6450,Neridup,35154
4701,Nerimbera,35154
2622,Neringla,35154
2423,Nerong,35154
6630,Nerramyne,35154
6532,Nerren Nerren,35154
3953,Nerrena,35154
2622,Nerriga,35154
2545,Nerrigundah,35154
3351,Nerrin Nerrin,35154
3350,Nerrina,35154
3373,Nerring,35154
4650,Netherby,35154
5062,Netherby,35154
3418,Netherby,35154
2549,Nethercote,35154
4756,Netherdale,35154
5301,Netherton,35154
5037,Netley,35154
3413,Neuarpurr,35154
4614,Neumgna,35154
2820,Neurea,35154
4514,Neurum,35154
4570,Neusa Vale,35154
2089,Neutral Bay,35154
2089,Neutral Bay Junction,35154
2453,Never Never,35154
2826,Nevertire,35154
2799,Neville,35154
4361,Nevilton,35154
4680,New Auckland,35154
4124,New Beith,35154
2577,New Berrima,35154
2483,New Brighton,35154
2550,New Buildings,35154
4303,New Chum,35154
2348,New England Mc,35154
4005,New Farm,62346
3438,New Gisborne,62346
4858,New Harbourline,62346
2472,New Italy,62346
2305,New Lambton,62346
2305,New Lambton Heights,62346
4876,New Mapoon,62346
2346,New Mexico,62346
4671,New Moonta,62346
6509,New Norcia,62346
7140,New Norfolk,62346
2474,New Park,62346
5015,New Port,62346
5333,New Residence,62346
5554,New Town,62346
7008,New Town,62346
2365,New Valley,62346
5357,New Well,62346
2460,Newbold,62346
3825,Newborough,62346
2795,Newbridge,62346
3551,Newbridge,62346
3458,Newbury,62346
6475,Newcarlbeon,62346
2300,Newcastle,39994
2300,Newcastle East,41670
2308,Newcastle University,41670
862,Newcastle Waters,41670
2302,Newcastle West,41670
3219,Newcomb,41670
6355,Newdegate,41670
2447,Newee Creek,41670
4873,Newell,41670
3268,Newfield,41670
3442,Newham,41670
3925,Newhaven,41670
2127,Newington,41670
3350,Newington,41670
5223,Newland,41670
6251,Newlands,41670
4804,Newlands,41670
3875,Newlands Arm,41670
3364,Newlyn,41670
3364,Newlyn North,41670
6753,Newman,41670
4051,Newmarket,50810
3886,Newmerella,50810
2790,Newnes,50810
2790,Newnes Plateau,50810
7248,Newnham,50810
4020,Newport,50810
2106,Newport,50810
3015,Newport,50810
2106,Newport Beach,50810
3859,Newry,50810
2479,Newrybar,50810
4006,Newstead,58504
2360,Newstead,58504
7250,Newstead,58504
3462,Newstead,58504
5074,Newton,58504
2370,Newton Boyd,58504
2042,Newtown,50631
3220,Newtown,50631
4305,Newtown,50631
4350,Newtown,50631
3351,Newtown,50631
872,Ngaanyatjarra-Giles,50631
822,Nganmarriyanga,33264
5374,Ngapala,33264
5302,Ngarkat,33264
4860,Ngatjan,33264
852,Ngukurr,33264
2913,Ngunnawal,49064
3418,Nhill,49064
880,Nhulunbuy,55680
881,Nhulunbuy,55680
2250,Niagara Park,55680
2354,Niangala,55680
2913,Nicholls,49061
7112,Nicholls Rivulet,49061
3501,Nichols Point,49061
4830,Nicholson,49061
3882,Nicholson,49061
862,Nicholson,49061
6714,Nickol,49061
3042,Niddrie,49061
3042,Niddrie North,49061
2733,Niemur,49061
7315,Nietta,49061
2480,Nightcap,49061
810,Nightcliff,43637
814,Nightcliff,43637
4655,Nikenbah,43637
5238,Nildottie,43637
7212,Nile,43637
6044,Nilgen,43637
6288,Nillup,45290
3821,Nilma,45290
3821,Nilma North,45290
2480,Nimbin,45290
2631,Nimmitabel,45290
2628,Nimmo,45290
3533,Ninda,45290
4740,Nindaroo,45290
4561,Ninderry,45290
4285,Nindooinbah,45290
4702,Nine Mile,45290
3518,Nine Mile,45290
4714,Nine Mile Creek,45290
6701,Ningaloo,45290
4511,Ningi,45290
5560,Ninnes,45290
3351,Nintingbool,45290
3527,Ninyeunook,45290
6350,Nippering,45290
6208,Nirimba,45290
3268,Nirranda,45290
3268,Nirranda East,45290
3268,Nirranda South,45290
852,Nitmiluk,45290
4856,No. 4 Branch,45290
4856,No. 5 Branch,45290
4859,No. 6 Branch,45290
4873,Noah,45290
5168,Noarlunga Centre,45290
5168,Noarlunga Downs,45290
4360,Nobby,45290
4218,Nobby Beach,45290
2484,Nobbys Creek,45290
3174,Noble Park,45290
3174,Noble Park North,45290
4492,Nockatunga,45290
6225,Noggerup,45290
6415,Nokaning,45290
6532,Nolba,45290
6061,Nollamara,45290
6312,Nomans Lake,45290
2379,Nombi,45290
4816,Nome,45290
3833,Noojee,45290
7306,Nook,45290
2835,Noona,45290
837,Noonamah,45290
4490,Noorama,45290
3265,Noorat,45290
3265,Noorat East,45290
3890,Noorinbee,45290
3890,Noorinbee North,45290
4417,Noorindoo,45290
2732,Noorong,45290
2415,Nooroo,45290
4567,Noosa Heads,45290
4565,Noosa North Shore,34416
4566,Noosaville,40910
4566,Noosaville Dc,40910
5276,Nora Creina,40910
3409,Noradjuha,40910
2263,Norah Head,40910
6062,Noranda,40910
2263,Noraville,40910
2281,Nords Wharf,40910
2899,Norfolk Island,40910
3214,Norlane,40910
4492,Norley,40910
4701,Norman Gardens,40910
4170,Norman Park,48273
2076,Normanhurst,48273
4890,Normanton,48273
3579,Normanville,48273
5204,Normanville,48273
6333,Nornalup,48273
3682,Norong,48273
6415,Norpa,48273
6443,Norseman,48273
5006,North Adelaide,48273
5006,North Adelaide Melbourne St,48273
2640,North Albury,48273
4620,North Aramara,48273
2484,North Arm,48273
4561,North Arm,48273
2324,North Arm Cove,48273
2260,North Avoca,48273
6412,North Baandee,48273
2093,North Balgowlah,48273
6390,North Bannister,48273
2536,North Batemans Bay,48273
6020,North Beach,48273
6920,North Beach,48273
5556,North Beach,48273
3550,North Bendigo,48273
3458,North Blackwood,48273
2450,North Boambee Valley,48273
6424,North Bodallin,48273
2026,North Bondi,48273
5417,North Booborowie,48273
4304,North Booval,48273
2840,North Bourke,48273
6237,North Boyanup,48273
4356,North Branch,48273
4370,North Branch,48273
5048,North Brighton,48273
2443,North Brother,48273
7150,North Bruny,48273
4494,North Bungunya,48273
6353,North Burngup,27595
4870,North Cairns,27595
5223,North Cape,51537
6445,North Cascade,51537
2470,North Casino,51537
6163,North Coogee,36306
2099,North Curl Curl,36306
6207,North Dandalup,36306
4570,North Deep Creek,36306
2453,North Dorrigo,36306
2121,North Epping,29085
6532,North Eradu,29085
4741,North Eton,29085
6159,North Fremantle,29085
3215,North Geelong,29085
2250,North Gosford,29085
6254,North Greenbushes,30884
4660,North Gregory,30884
2443,North Haven,30884
5018,North Haven,30884
7002,North Hobart,30884
7000,North Hobart,30884
4305,North Ipswich,30884
4660,North Isis,30884
6280,North Jindong,30884
4885,North Johnstone,30884
6410,North Kellerberrin,30884
6352,North Kukerin,30884
6489,North Kununoppin,30884
6163,North Lake,30884
6353,North Lake Grace,30884
4509,North Lakes,30884
2299,North Lambton,30884
7268,North Lilydale,30884
2480,North Lismore,30884
4740,North Mackay,30670
2447,North Macksville,30670
4352,North Maclagan,30670
4280,North Maclean,30670
2527,North Macquarie,30670
4552,North Maleny,30670
2100,North Manly,30670
3051,North Melbourne,30670
5558,North Moonta,43836
7315,North Motton,43836
6351,North Moulyinning,43836
2546,North Narooma,43836
2101,North Narrabeen,43836
2541,North Nowra,43836
1750,North Parramatta,43836
2151,North Parramatta,43836
6006,North Perth,43836
6906,North Perth,43836
6701,North Plantations,43836
5037,North Plympton,43836
2754,North Richmond,43836
3187,North Road,43836
2151,North Rocks,43836
2335,North Rothbury,43836
1671,North Ryde,43836
2113,North Ryde,43836
1670,North Ryde Bc,43836
7260,North Scottsdale,43836
5607,North Shields,43836
3214,North Shore,43836
2444,North Shore,43836
2760,North St Marys,43836
2408,North Star,43836
6338,North Stirlings,43836
4183,North Stradbroke Island,43836
2137,North Strathfield,43836
2059,North Sydney,43836
2055,North Sydney,43836
2060,North Sydney,43836
2060,North Sydney Shoppingworld,82242
4496,North Talwood,82242
4272,North Tamborine,82242
6409,North Tammin,82242
2340,North Tamworth,82242
4305,North Tivoli,82242
4350,North Toowoomba,82242
6488,North Trayning,82242
2490,North Tumbulgum,82242
2074,North Turramurra,82242
2650,North Wagga Wagga,82242
2076,North Wahroonga,82242
6398,North Walpole,82242
3678,North Wangaratta,82242
4810,North Ward,82242
3113,North Warrandyte,51498
5320,North West Bend,46893
6707,North West Cape,46893
6473,North Wialki,33003
2068,North Willoughby,33003
2500,North Wollongong,27723
3995,North Wonthaggi,27723
2471,North Woodburn,27723
2671,North Yalgogrin,27723
6487,North Yelbeni,27723
5558,North Yelta,27723
2868,North Yeoval,27723
6208,North Yunderup,27723
6401,Northam,37060
6535,Northampton,36853
2622,Northangera,34417
1560,Northbridge,34417
6003,Northbridge,34417
6803,Northbridge,34417
6865,Northbridge,34417
2063,Northbridge,34417
6262,Northcliffe,34417
3070,Northcote,34417
3070,Northcote South,34417
7307,Northdown,34417
6532,Northern Gully,30622
5253,Northern Heights,30622
1690,Northern Suburbs Mc,31705
1691,Northern Suburbs Mc,31705
1692,Northern Suburbs Mc,31705
1693,Northern Suburbs Mc,31705
1694,Northern Suburbs Mc,31705
1695,Northern Suburbs Mc,31705
1696,Northern Suburbs Mc,31705
1697,Northern Suburbs Mc,31705
1698,Northern Suburbs Mc,31705
1699,Northern Suburbs Mc,31705
2058,Northern Suburbs Mc,31705
5085,Northfield,39374
5085,Northgate,43579
4013,Northgate,43579
9464,Northgate Mc,43579
4871,Northhead,43579
3072,Northland Centre,43579
4350,Northlands,43579
6905,Northlands Po,43579
2152,Northmead,43579
3660,Northwood,44358
2066,Northwood,44358
5136,Norton Summit,44358
3377,Norval,44358
4670,Norville,44358
2787,Norway,55062
4208,Norwell,55062
4356,Norwin,55062
5067,Norwood,55062
7250,Norwood,55062
5067,Norwood South,49707
7275,Notley Hills,49707
3168,Notting Hill,49707
5357,Notts Well,49707
5040,Novar Gardens,49707
3887,Nowa Nowa,49707
2354,Nowendoc,49707
6032,Nowergup,49707
3469,Nowhere Creek,49707
7306,Nowhere Else,49707
3585,Nowie,49707
2386,Nowley,49707
2541,Nowra,49707
2541,Nowra Dc,49707
2541,Nowra East,49707
2540,Nowra Hill,49707
2540,Nowra Naval Po,49707
2541,Nowra North,49707
2587,Nubba,33709
7184,Nubeena,33709
4014,Nudgee,39439
4014,Nudgee Beach,39439
3737,Nug Nug,39439
6609,Nugadong,39439
7256,Nugara,39439
7172,Nugent,39439
3463,Nuggetty,39439
6480,Nukarni,39439
4306,Nukku,39439
2325,Nulkaba,39439
3435,Nulla Vale,39439
6758,Nullagine,39439
6330,Nullaki,39439
2360,Nullamanna,39439
3268,Nullawarre,39439
3268,Nullawarre North,39439
3529,Nullawil,39439
2551,Nullica,39439
2849,Nullo Mountain,39439
6450,Nulsen,39439
2540,Numbaa,39439
2424,Number One,39439
2628,Numbla Vale,39439
2550,Numbugga,39439
822,Numbulwar,39439
822,Numburindi,39439
2630,Numeralla,39439
2484,Numinbah,39439
4211,Numinbah Valley,39439
2480,Numulgi,39439
3636,Numurkah,39439
7259,Nunamara,39439
3131,Nunawading,39439
3110,Nunawading Bc,39439
4012,Nundah,43419
2484,Nunderi,43419
2340,Nundle,43419
4380,Nundubbermere,43419
6490,Nungarin,43419
2551,Nungatta,31052
2551,Nungatta South,31052
3909,Nungurner,31052
6630,Nunierra,31052
6566,Nunile,31052
5680,Nunjikompita,31052
3896,Nunniong,31052
3401,Nurcoung,31052
2649,Nurenmerenmong,31052
5355,Nuriootpa,31052
5523,Nurom,31052
3401,Nurrabiel,31052
5256,Nurragi,31052
3888,Nurran,31052
3099,Nutfield,31052
4352,Nutgrove,31052
6341,Nyabing,31052
3594,Nyah,31052
3595,Nyah West,31052
872,Nyapari,31052
3533,Nyarrin,31052
4871,Nychum,31052
3909,Nyerimilang,31052
872,Nyirripi,31052
2831,Nymagee,31052
2460,Nymboida,31052
2825,Nyngan,31052
2646,Nyora,31052
3987,Nyora,31052
2804,Nyrang Creek,31052
3585,Nyrraby,31052
4626,O'Bil Bil,31052
4860,O'Briens Hill,31052
2795,O'Connell,31052
4680,O'Connell,31052
6163,O'Connor,50117
2602,O'Connor,50117
5158,O'Halloran Hill,50117
5158,O'Halloran Hill Dc,50117
2606,O'Malley,51938
5166,O'Sullivan Beach,51938
4877,Oak Beach,51938
2529,Oak Flats,51938
2529,Oak Flats Dc,51938
3046,Oak Park,51938
4811,Oak Valley,51938
6532,Oakajee,51938
5243,Oakbank,51938
2570,Oakdale,51938
4605,Oakdale,51938
5086,Oakden,51938
7019,Oakdowns,51938
4741,Oakenden,51938
4401,Oakey,51938
4714,Oakey Creek,51938
6121,Oakford,51938
2320,Oakhampton,51938
2320,Oakhampton Heights,51938
4650,Oakhurst,51938
2761,Oakhurst,51938
2646,Oaklands,51938
3063,Oaklands Junction,51938
5046,Oaklands Park,51938
3166,Oakleigh,51938
3166,Oakleigh East,51938
3167,Oakleigh South,51938
6208,Oakley,51938
7303,Oaks,51938
2620,Oaks Estate,45212
3540,Oakvale,45212
4600,Oakview,45212
2765,Oakville,45212
4670,Oakwood,45212
2360,Oakwood,45212
4285,Oaky Creek,45212
2790,Oaky Park,45212
2622,Oallen,45212
7120,Oatlands,45212
2117,Oatlands,45212
2223,Oatley,45212
5291,Ob Flat,45212
2365,Oban,45212
2330,Obanvale,45212
4417,Oberina,45212
2650,Oberne Creek,45212
2787,Oberon,45212
4574,Obi Obi,36273
2868,Obley,36273
4309,Obum Obum,36273
6333,Ocean Beach,36273
3880,Ocean Grange,36273
3226,Ocean Grove,36273
6027,Ocean Reef,36273
2483,Ocean Shores,36273
4521,Ocean View,36273
7320,Ocean Vista,36273
822,Oenpelli,36273
3809,Officer,36273
3809,Officer South,36273
6535,Ogilvie,36273
4706,Ogmore,36273
2340,Ogunbil,36273
4613,Okeden,36273
5440,Olary,36273
2629,Old Adaminaby,36273
2430,Old Bar,36273
7017,Old Beach,36273
2469,Old Bonalbo,36273
5341,Old Calperum,36273
4626,Old Cooranga,36273
2540,Old Erowal Bay,36273
2474,Old Grevillia,36273
2161,Old Guildford,36273
2652,Old Junee,36273
2369,Old Mill,36273
5168,Old Noarlunga,36273
6569,Old Plains,36273
5161,Old Reynella,36273
2440,Old Station,36273
3701,Old Tallangatta,36273
5238,Old Teal Flat,36273
2146,Old Toongabbie,36273
6121,Oldbury,36273
7325,Oldina,36273
3788,Olinda,36273
2849,Olinda,36273
2325,Olney,36273
5725,Olympic Dam,36273
2337,Omadale,36273
4352,Oman Ama,36273
3241,Ombersley,36273
3898,Omeo,36273
3898,Omeo Valley,36273
3249,Ondit,36273
4305,One Mile,36273
2316,One Mile,36273
2711,One Tree,36273
5114,One Tree Hill,36273
6336,Ongerup,36273
5163,Onkaparinga Hills,35065
6710,Onslow,35065
5422,Oodla Wirra,35065
5734,Oodnadatta,35065
2581,Oolong,35065
2871,Ooma,35065
4718,Oombabeer,35065
6740,Oombulgurri,35065
7325,Oonah,35065
4811,Oonoonba,35065
4740,Ooralea,39653
4824,Oorindi,39653
2875,Ootha,39653
4735,Opalton,39653
2800,Ophir,39653
7023,Opossum Bay,39653
6431,Ora Banda,39653
4455,Orallo,39653
2570,Oran Park,39653
6330,Orana,39653
2800,Orange,39456
4715,Orange Creek,39456
2800,Orange Dc,39456
2800,Orange East,39456
2380,Orange Grove,39456
6109,Orange Grove,39456
4455,Orange Hill,39456
6503,Orange Springs,39456
2570,Orangeville,39456
3888,Orbost,39456
2748,Orchard Hills,39456
4581,Orchid Beach,39456
6394,Orchid Valley,39456
6770,Ord River,46072
6167,Orelia,46072
7190,Orford,46072
3284,Orford,46072
7172,Orielton,46072
4850,Orient,46072
2540,Orient Point,46072
4722,Orion,46072
4741,Orkabie,46072
4208,Ormeau,46072
4208,Ormeau Hills,46072
4160,Ormiston,44899
3204,Ormond,44899
5431,Orroroo,44899
3631,Orrvale,26906
2795,Orton Park,26906
4806,Osborne,26906
2656,Osborne,26906
5017,Osborne,26906
6917,Osborne Park,26906
6017,Osborne Park,26906
6916,Osborne Park,26906
6017,Osborne Park Dc,26906
6916,Osborne Park Dc,26906
3691,Osbornes Flat,26906
7303,Osmaston,26906
6285,Osmington,26906
2324,Osterley,26906
7140,Osterley,26906
2321,Oswald,26906
7017,Otago,26906
2508,Otford,26906
4313,Ottaba,26906
5013,Ottoway,26906
2650,Oura,26906
2258,Ourimbah,26906
2640,Ournie,26906
7140,Ouse,26906
5018,Outer Harbor,35388
3951,Outtrim,40019
3490,Ouyen,40019
3738,Ovens,40019
5330,Overland Corner,33935
5082,Ovingham,33935
4650,Owanyilla,33935
5460,Owen,33935
4741,Owens Creek,33935
2337,Owens Gap,33935
4210,Oxenford,33935
4742,Oxford,37232
2100,Oxford Falls,37232
2711,Oxley,46098
4075,Oxley,46098
2903,Oxley,46098
3678,Oxley,46098
2824,Oxley,46098
3678,Oxley Flats,46098
2430,Oxley Island,46098
2760,Oxley Park,46098
2340,Oxley Vale,46098
2225,Oyster Bay,46098
7150,Oyster Cove,46098
2318,Oyster Cove,46098
4674,Oyster Creek,46098
3413,Ozenkadnook,46098
3268,Paaratte,46098
4218,Pacific Fair,46098
4659,Pacific Haven,46098
